"date","daytype","rides"
"07/19/2003","A","5,588"
"07/20/2003","U","3,890"
"07/21/2003","W","5,369"
"07/22/2003","W","5,278"
"07/23/2003","W","14,047"
"07/24/2003","W","16,554"
"07/25/2003","W","5,907"
"07/26/2003","A","4,454"
"07/27/2003","U","3,026"
"07/28/2003","W","5,329"
"07/29/2003","W","12,801"
"07/30/2003","W","15,355"
"07/31/2003","W","14,983"
"08/01/2003","W","15,209"
"08/02/2003","A","14,128"
"08/03/2003","U","11,651"
"08/04/2003","W","5,379"
"08/05/2003","W","5,405"
"08/06/2003","W","5,410"
"08/07/2003","W","5,445"
"08/08/2003","W","5,933"
"08/09/2003","A","6,638"
"08/10/2003","U","4,948"
"08/11/2003","W","11,923"
"08/12/2003","W","12,731"
"08/13/2003","W","14,686"
"08/14/2003","W","11,505"
"08/15/2003","W","14,816"
"08/16/2003","A","13,907"
"08/17/2003","U","12,003"
"08/18/2003","W","4,970"
"08/19/2003","W","5,303"
"08/20/2003","W","5,034"
"08/21/2003","W","5,197"
"08/22/2003","W","5,782"
"08/23/2003","A","4,278"
"08/24/2003","U","3,048"
"08/25/2003","W","4,962"
"08/26/2003","W","5,293"
"08/27/2003","W","5,163"
"08/28/2003","W","5,361"
"08/29/2003","W","12,869"
"08/30/2003","A","11,860"
"08/31/2003","U","10,825"
"09/01/2003","U","8,907"
"09/02/2003","W","16,407"
"09/03/2003","W","11,508"
"09/04/2003","W","13,076"
"09/05/2003","W","6,179"
"09/06/2003","A","4,787"
"09/07/2003","U","3,163"
"09/08/2003","W","5,467"
"09/09/2003","W","5,520"
"09/10/2003","W","5,852"
"09/11/2003","W","5,766"
"09/12/2003","W","14,906"
"09/13/2003","A","12,758"
"09/14/2003","U","9,207"
"09/15/2003","W","11,786"
"09/16/2003","W","12,323"
"09/17/2003","W","13,267"
"09/18/2003","W","6,049"
"09/19/2003","W","6,340"
"09/20/2003","A","4,575"
"09/21/2003","U","3,269"
"09/22/2003","W","5,664"
"09/23/2003","W","5,746"
"09/24/2003","W","5,766"
"09/25/2003","W","5,968"
"09/26/2003","W","14,034"
"09/27/2003","A","14,939"
"09/28/2003","U","11,020"
"09/29/2003","W","5,824"
"09/30/2003","W","5,909"
"10/01/2003","W","5,924"
"10/02/2003","W","6,016"
"10/03/2003","W","14,912"
"10/04/2003","A","17,481"
"10/05/2003","U","4,353"
"10/06/2003","W","6,509"
"10/07/2003","W","13,380"
"10/08/2003","W","18,390"
"10/09/2003","W","7,252"
"10/10/2003","W","7,317"
"10/11/2003","A","8,047"
"10/12/2003","U","9,538"
"10/13/2003","W","6,103"
"10/14/2003","W","17,034"
"10/15/2003","W","17,260"
"10/16/2003","W","7,483"
"10/17/2003","W","6,475"
"10/18/2003","A","4,916"
"10/19/2003","U","3,962"
"10/20/2003","W","5,609"
"10/21/2003","W","5,703"
"10/22/2003","W","5,552"
"10/23/2003","W","5,739"
"10/24/2003","W","6,349"
"10/25/2003","A","3,514"
"10/26/2003","U","3,225"
"10/27/2003","W","5,286"
"10/28/2003","W","5,503"
"10/29/2003","W","5,640"
"10/30/2003","W","5,845"
"10/31/2003","W","6,619"
"11/01/2003","A","4,303"
"11/02/2003","U","2,764"
"11/03/2003","W","5,275"
"11/04/2003","W","5,254"
"11/05/2003","W","5,599"
"11/06/2003","W","5,566"
"11/07/2003","W","5,952"
"11/08/2003","A","4,297"
"11/09/2003","U","2,977"
"11/10/2003","W","5,139"
"11/11/2003","W","4,911"
"11/12/2003","W","5,393"
"11/13/2003","W","5,382"
"11/14/2003","W","5,876"
"11/15/2003","A","4,833"
"11/16/2003","U","3,205"
"11/17/2003","W","5,371"
"11/18/2003","W","5,179"
"11/19/2003","W","5,364"
"11/20/2003","W","5,563"
"11/21/2003","W","5,979"
"11/22/2003","A","4,769"
"11/23/2003","U","2,910"
"11/24/2003","W","5,169"
"11/25/2003","W","5,143"
"11/26/2003","W","4,809"
"11/27/2003","U","1,493"
"11/28/2003","W","2,747"
"11/29/2003","A","2,834"
"11/30/2003","U","2,291"
"12/01/2003","W","4,832"
"12/02/2003","W","5,028"
"12/03/2003","W","5,226"
"12/04/2003","W","5,145"
"12/05/2003","W","5,551"
"12/06/2003","A","3,962"
"12/07/2003","U","2,774"
"12/08/2003","W","4,872"
"12/09/2003","W","4,938"
"12/10/2003","W","5,202"
"12/11/2003","W","5,137"
"12/12/2003","W","5,345"
"12/13/2003","A","3,925"
"12/14/2003","U","2,837"
"12/15/2003","W","4,705"
"12/16/2003","W","4,861"
"12/17/2003","W","4,965"
"12/18/2003","W","5,011"
"12/19/2003","W","4,862"
"12/20/2003","A","3,281"
"12/21/2003","U","2,647"
"12/22/2003","W","4,007"
"12/23/2003","W","3,633"
"12/24/2003","W","2,068"
"12/25/2003","U","552"
"12/26/2003","W","2,004"
"12/27/2003","A","2,207"
"12/28/2003","U","1,814"
"12/29/2003","W","3,667"
"12/30/2003","W","4,119"
"12/31/2003","W","3,761"
"01/01/2004","U","3,249"
"01/02/2004","W","4,025"
"01/03/2004","A","3,035"
"01/04/2004","U","1,967"
"01/05/2004","W","4,661"
"01/06/2004","W","4,455"
"01/07/2004","W","4,868"
"01/08/2004","W","5,052"
"01/09/2004","W","5,293"
"01/10/2004","A","3,188"
"01/11/2004","U","2,375"
"01/12/2004","W","5,055"
"01/13/2004","W","5,138"
"01/14/2004","W","5,206"
"01/15/2004","W","5,184"
"01/16/2004","W","5,159"
"01/17/2004","A","3,943"
"01/18/2004","U","2,741"
"01/19/2004","W","3,474"
"01/20/2004","W","4,716"
"01/21/2004","W","4,924"
"01/22/2004","W","4,632"
"01/23/2004","W","4,876"
"01/24/2004","A","3,223"
"01/25/2004","U","2,332"
"01/26/2004","W","4,791"
"01/27/2004","W","5,022"
"01/28/2004","W","4,807"
"01/29/2004","W","4,710"
"01/30/2004","W","4,388"
"01/31/2004","A","2,687"
"02/01/2004","U","2,293"
"02/02/2004","W","4,684"
"02/03/2004","W","4,857"
"02/04/2004","W","5,035"
"02/05/2004","W","4,984"
"02/06/2004","W","5,129"
"02/07/2004","A","3,475"
"02/08/2004","U","2,461"
"02/09/2004","W","5,066"
"02/10/2004","W","5,143"
"02/11/2004","W","5,137"
"02/12/2004","W","4,828"
"02/13/2004","W","5,089"
"02/14/2004","A","3,449"
"02/15/2004","U","2,562"
"02/16/2004","W","3,962"
"02/17/2004","W","5,168"
"02/18/2004","W","5,127"
"02/19/2004","W","5,375"
"02/20/2004","W","5,321"
"02/21/2004","A","3,886"
"02/22/2004","U","2,499"
"02/23/2004","W","5,215"
"02/24/2004","W","5,437"
"02/25/2004","W","6,380"
"02/26/2004","W","6,947"
"02/27/2004","W","6,128"
"02/28/2004","A","4,210"
"02/29/2004","U","2,941"
"03/01/2004","W","4,766"
"03/02/2004","W","5,381"
"03/03/2004","W","5,282"
"03/04/2004","W","5,188"
"03/05/2004","W","5,232"
"03/06/2004","A","4,023"
"03/07/2004","U","2,590"
"03/08/2004","W","5,210"
"03/09/2004","W","5,272"
"03/10/2004","W","5,346"
"03/11/2004","W","5,429"
"03/12/2004","W","5,549"
"03/13/2004","A","5,390"
"03/14/2004","U","2,891"
"03/15/2004","W","5,200"
"03/16/2004","W","5,528"
"03/17/2004","W","5,470"
"03/18/2004","W","5,548"
"03/19/2004","W","5,485"
"03/20/2004","A","4,094"
"03/21/2004","U","2,405"
"03/22/2004","W","5,022"
"03/23/2004","W","5,209"
"03/24/2004","W","5,245"
"03/25/2004","W","5,261"
"03/26/2004","W","5,348"
"03/27/2004","A","4,174"
"03/28/2004","U","3,089"
"03/29/2004","W","5,241"
"03/30/2004","W","5,237"
"03/31/2004","W","5,309"
"04/01/2004","W","5,378"
"04/02/2004","W","5,357"
"04/03/2004","A","4,183"
"04/04/2004","U","2,630"
"04/05/2004","W","5,215"
"04/06/2004","W","5,413"
"04/07/2004","W","5,396"
"04/08/2004","W","5,722"
"04/09/2004","W","4,946"
"04/10/2004","A","3,894"
"04/11/2004","U","1,912"
"04/12/2004","W","11,494"
"04/13/2004","W","5,186"
"04/14/2004","W","10,140"
"04/15/2004","W","11,763"
"04/16/2004","W","13,374"
"04/17/2004","A","11,333"
"04/18/2004","U","9,025"
"04/19/2004","W","10,735"
"04/20/2004","W","5,368"
"04/21/2004","W","5,547"
"04/22/2004","W","5,529"
"04/23/2004","W","12,486"
"04/24/2004","A","11,450"
"04/25/2004","U","9,415"
"04/26/2004","W","5,032"
"04/27/2004","W","5,234"
"04/28/2004","W","5,114"
"04/29/2004","W","5,133"
"04/30/2004","W","5,451"
"05/01/2004","A","3,335"
"05/02/2004","U","2,569"
"05/03/2004","W","4,987"
"05/04/2004","W","10,976"
"05/05/2004","W","11,288"
"05/06/2004","W","12,234"
"05/07/2004","W","12,186"
"05/08/2004","A","10,507"
"05/09/2004","U","7,375"
"05/10/2004","W","4,988"
"05/11/2004","W","5,208"
"05/12/2004","W","5,102"
"05/13/2004","W","5,306"
"05/14/2004","W","5,606"
"05/15/2004","A","4,149"
"05/16/2004","U","2,994"
"05/17/2004","W","5,258"
"05/18/2004","W","12,175"
"05/19/2004","W","12,220"
"05/20/2004","W","12,991"
"05/21/2004","W","13,287"
"05/22/2004","A","11,874"
"05/23/2004","U","9,153"
"05/24/2004","W","5,472"
"05/25/2004","W","5,298"
"05/26/2004","W","5,362"
"05/27/2004","W","5,567"
"05/28/2004","W","5,735"
"05/29/2004","A","4,387"
"05/30/2004","U","2,963"
"05/31/2004","U","8,946"
"06/01/2004","W","11,505"
"06/02/2004","W","12,954"
"06/03/2004","W","5,764"
"06/04/2004","W","13,452"
"06/05/2004","A","11,791"
"06/06/2004","U","9,692"
"06/07/2004","W","11,751"
"06/08/2004","W","11,989"
"06/09/2004","W","13,816"
"06/10/2004","W","13,130"
"06/11/2004","W","5,952"
"06/12/2004","A","4,979"
"06/13/2004","U","3,404"
"06/14/2004","W","5,085"
"06/15/2004","W","5,412"
"06/16/2004","W","5,395"
"06/17/2004","W","5,531"
"06/18/2004","W","14,413"
"06/19/2004","A","12,792"
"06/20/2004","U","10,167"
"06/21/2004","W","4,734"
"06/22/2004","W","5,281"
"06/23/2004","W","5,209"
"06/24/2004","W","5,157"
"06/25/2004","W","5,887"
"06/26/2004","A","5,914"
"06/27/2004","U","9,075"
"06/28/2004","W","5,119"
"06/29/2004","W","12,414"
"06/30/2004","W","13,871"
"07/01/2004","W","13,106"
"07/02/2004","W","14,655"
"07/03/2004","A","14,876"
"07/04/2004","U","11,525"
"07/05/2004","U","3,551"
"07/06/2004","W","4,762"
"07/07/2004","W","5,212"
"07/08/2004","W","5,348"
"07/09/2004","W","5,577"
"07/10/2004","A","5,071"
"07/11/2004","U","3,828"
"07/12/2004","W","5,130"
"07/13/2004","W","5,146"
"07/14/2004","W","5,614"
"07/15/2004","W","13,075"
"07/16/2004","W","14,456"
"07/17/2004","A","13,800"
"07/18/2004","U","10,731"
"07/19/2004","W","12,819"
"07/20/2004","W","13,861"
"07/21/2004","W","13,160"
"07/22/2004","W","13,847"
"07/23/2004","W","5,570"
"07/24/2004","A","4,682"
"07/25/2004","U","3,685"
"07/26/2004","W","5,119"
"07/27/2004","W","5,280"
"07/28/2004","W","5,312"
"07/29/2004","W","5,476"
"07/30/2004","W","15,096"
"07/31/2004","A","14,463"
"08/01/2004","U","11,675"
"08/02/2004","W","4,786"
"08/03/2004","W","4,967"
"08/04/2004","W","4,985"
"08/05/2004","W","5,142"
"08/06/2004","W","5,676"
"08/07/2004","A","6,159"
"08/08/2004","U","5,048"
"08/09/2004","W","5,280"
"08/10/2004","W","12,695"
"08/11/2004","W","12,562"
"08/12/2004","W","14,790"
"08/13/2004","W","14,444"
"08/14/2004","A","12,400"
"08/15/2004","U","10,506"
"08/16/2004","W","4,595"
"08/17/2004","W","5,673"
"08/18/2004","W","4,861"
"08/19/2004","W","4,857"
"08/20/2004","W","5,624"
"08/21/2004","A","4,918"
"08/22/2004","U","3,750"
"08/23/2004","W","11,650"
"08/24/2004","W","11,257"
"08/25/2004","W","11,930"
"08/26/2004","W","12,598"
"08/27/2004","W","13,591"
"08/28/2004","A","12,311"
"08/29/2004","U","9,933"
"08/30/2004","W","4,886"
"08/31/2004","W","4,978"
"09/01/2004","W","4,939"
"09/02/2004","W","5,238"
"09/03/2004","W","5,369"
"09/04/2004","A","4,261"
"09/05/2004","U","3,813"
"09/06/2004","U","9,054"
"09/07/2004","W","10,899"
"09/08/2004","W","11,746"
"09/09/2004","W","5,965"
"09/10/2004","W","14,194"
"09/11/2004","A","11,104"
"09/12/2004","U","9,648"
"09/13/2004","W","11,118"
"09/14/2004","W","11,464"
"09/15/2004","W","12,356"
"09/16/2004","W","5,661"
"09/17/2004","W","5,977"
"09/18/2004","A","4,792"
"09/19/2004","U","3,443"
"09/20/2004","W","5,394"
"09/21/2004","W","5,455"
"09/22/2004","W","5,478"
"09/23/2004","W","5,801"
"09/24/2004","W","6,285"
"09/25/2004","A","4,962"
"09/26/2004","U","3,446"
"09/27/2004","W","11,984"
"09/28/2004","W","11,456"
"09/29/2004","W","12,641"
"09/30/2004","W","12,416"
"10/01/2004","W","13,442"
"10/02/2004","A","11,721"
"10/03/2004","U","8,016"
"10/04/2004","W","5,311"
"10/05/2004","W","5,537"
"10/06/2004","W","5,603"
"10/07/2004","W","5,974"
"10/08/2004","W","5,780"
"10/09/2004","A","4,986"
"10/10/2004","U","6,744"
"10/11/2004","W","5,027"
"10/12/2004","W","5,308"
"10/13/2004","W","5,535"
"10/14/2004","W","5,554"
"10/15/2004","W","6,243"
"10/16/2004","A","4,105"
"10/17/2004","U","3,312"
"10/18/2004","W","5,099"
"10/19/2004","W","5,414"
"10/20/2004","W","5,504"
"10/21/2004","W","5,592"
"10/22/2004","W","5,971"
"10/23/2004","A","4,105"
"10/24/2004","U","3,053"
"10/25/2004","W","5,245"
"10/26/2004","W","5,301"
"10/27/2004","W","5,653"
"10/28/2004","W","5,557"
"10/29/2004","W","6,028"
"10/30/2004","A","4,409"
"10/31/2004","U","4,171"
"11/01/2004","W","5,076"
"11/02/2004","W","5,183"
"11/03/2004","W","5,463"
"11/04/2004","W","5,452"
"11/05/2004","W","5,622"
"11/06/2004","A","4,521"
"11/07/2004","U","2,918"
"11/08/2004","W","5,375"
"11/09/2004","W","5,376"
"11/10/2004","W","5,711"
"11/11/2004","W","5,199"
"11/12/2004","W","5,782"
"11/13/2004","A","4,620"
"11/14/2004","U","3,203"
"11/15/2004","W","5,184"
"11/16/2004","W","5,572"
"11/17/2004","W","5,604"
"11/18/2004","W","5,265"
"11/19/2004","W","5,972"
"11/20/2004","A","4,699"
"11/21/2004","U","3,235"
"11/22/2004","W","5,123"
"11/23/2004","W","5,335"
"11/24/2004","W","4,430"
"11/25/2004","U","1,338"
"11/26/2004","W","2,664"
"11/27/2004","A","2,506"
"11/28/2004","U","2,063"
"11/29/2004","W","4,758"
"11/30/2004","W","4,932"
"12/01/2004","W","5,110"
"12/02/2004","W","5,223"
"12/03/2004","W","5,387"
"12/04/2004","A","4,465"
"12/05/2004","U","3,078"
"12/06/2004","W","4,953"
"12/07/2004","W","4,896"
"12/08/2004","W","5,230"
"12/09/2004","W","5,301"
"12/10/2004","W","5,526"
"12/11/2004","A","3,950"
"12/12/2004","U","2,599"
"12/13/2004","W","4,844"
"12/14/2004","W","4,976"
"12/15/2004","W","5,212"
"12/16/2004","W","5,336"
"12/17/2004","W","5,352"
"12/18/2004","A","3,699"
"12/19/2004","U","2,111"
"12/20/2004","W","4,017"
"12/21/2004","W","4,173"
"12/22/2004","W","3,664"
"12/23/2004","W","3,110"
"12/24/2004","W","1,264"
"12/25/2004","U","439"
"12/26/2004","U","1,154"
"12/27/2004","W","2,663"
"12/28/2004","W","3,554"
"12/29/2004","W","3,941"
"12/30/2004","W","3,880"
"12/31/2004","W","4,416"
"01/01/2005","U","3,342"
"01/02/2005","U","2,249"
"01/03/2005","W","4,373"
"01/04/2005","W","4,835"
"01/05/2005","W","4,992"
"01/06/2005","W","5,090"
"01/07/2005","W","5,136"
"01/08/2005","A","3,358"
"01/09/2005","U","2,382"
"01/10/2005","W","4,740"
"01/11/2005","W","4,939"
"01/12/2005","W","5,012"
"01/13/2005","W","5,035"
"01/14/2005","W","4,937"
"01/15/2005","A","2,997"
"01/16/2005","U","2,181"
"01/17/2005","W","3,204"
"01/18/2005","W","4,776"
"01/19/2005","W","5,060"
"01/20/2005","W","5,207"
"01/21/2005","W","5,436"
"01/22/2005","A","3,443"
"01/23/2005","U","2,426"
"01/24/2005","W","4,899"
"01/25/2005","W","5,271"
"01/26/2005","W","4,952"
"01/27/2005","W","5,069"
"01/28/2005","W","4,881"
"01/29/2005","A","3,910"
"01/30/2005","U","2,491"
"01/31/2005","W","4,873"
"02/01/2005","W","5,093"
"02/02/2005","W","5,113"
"02/03/2005","W","5,227"
"02/04/2005","W","5,432"
"02/05/2005","A","4,126"
"02/06/2005","U","3,146"
"02/07/2005","W","4,861"
"02/08/2005","W","5,070"
"02/09/2005","W","5,111"
"02/10/2005","W","5,205"
"02/11/2005","W","5,332"
"02/12/2005","A","4,065"
"02/13/2005","U","2,321"
"02/14/2005","W","4,989"
"02/15/2005","W","5,023"
"02/16/2005","W","5,285"
"02/17/2005","W","5,045"
"02/18/2005","W","5,198"
"02/19/2005","A","4,267"
"02/20/2005","U","2,922"
"02/21/2005","W","3,957"
"02/22/2005","W","5,164"
"02/23/2005","W","6,086"
"02/24/2005","W","6,654"
"02/25/2005","W","6,351"
"02/26/2005","A","3,970"
"02/27/2005","U","2,584"
"02/28/2005","W","4,980"
"03/01/2005","W","5,051"
"03/02/2005","W","5,271"
"03/03/2005","W","5,283"
"03/04/2005","W","5,405"
"03/05/2005","A","4,052"
"03/06/2005","U","3,017"
"03/07/2005","W","4,691"
"03/08/2005","W","5,199"
"03/09/2005","W","5,316"
"03/10/2005","W","5,313"
"03/11/2005","W","5,666"
"03/12/2005","A","4,924"
"03/13/2005","U","2,906"
"03/14/2005","W","5,030"
"03/15/2005","W","5,382"
"03/16/2005","W","5,611"
"03/17/2005","W","6,012"
"03/18/2005","W","5,762"
"03/19/2005","A","4,288"
"03/20/2005","U","2,859"
"03/21/2005","W","4,845"
"03/22/2005","W","5,011"
"03/23/2005","W","5,158"
"03/24/2005","W","5,156"
"03/25/2005","W","4,454"
"03/26/2005","A","3,458"
"03/27/2005","U","1,852"
"03/28/2005","W","4,801"
"03/29/2005","W","5,485"
"03/30/2005","W","5,374"
"03/31/2005","W","5,333"
"04/01/2005","W","5,716"
"04/02/2005","A","4,802"
"04/03/2005","U","3,307"
"04/04/2005","W","5,553"
"04/05/2005","W","5,410"
"04/06/2005","W","5,826"
"04/07/2005","W","5,877"
"04/08/2005","W","14,887"
"04/09/2005","A","11,658"
"04/10/2005","U","10,699"
"04/11/2005","W","10,964"
"04/12/2005","W","8,233"
"04/13/2005","W","12,071"
"04/14/2005","W","5,538"
"04/15/2005","W","6,063"
"04/16/2005","A","4,407"
"04/17/2005","U","3,594"
"04/18/2005","W","5,507"
"04/19/2005","W","5,553"
"04/20/2005","W","5,350"
"04/21/2005","W","5,247"
"04/22/2005","W","9,849"
"04/23/2005","A","9,523"
"04/24/2005","U","8,438"
"04/25/2005","W","8,928"
"04/26/2005","W","10,946"
"04/27/2005","W","11,168"
"04/28/2005","W","5,270"
"04/29/2005","W","5,754"
"04/30/2005","A","3,483"
"05/01/2005","U","3,230"
"05/02/2005","W","4,994"
"05/03/2005","W","5,692"
"05/04/2005","W","5,461"
"05/05/2005","W","5,465"
"05/06/2005","W","12,745"
"05/07/2005","A","11,575"
"05/08/2005","U","7,731"
"05/09/2005","W","11,041"
"05/10/2005","W","12,922"
"05/11/2005","W","12,617"
"05/12/2005","W","5,622"
"05/13/2005","W","5,935"
"05/14/2005","A","4,379"
"05/15/2005","U","2,897"
"05/16/2005","W","5,352"
"05/17/2005","W","5,533"
"05/18/2005","W","5,489"
"05/19/2005","W","5,505"
"05/20/2005","W","13,497"
"05/21/2005","A","12,120"
"05/22/2005","U","10,193"
"05/23/2005","W","11,543"
"05/24/2005","W","12,995"
"05/25/2005","W","12,564"
"05/26/2005","W","13,190"
"05/27/2005","W","13,285"
"05/28/2005","A","11,835"
"05/29/2005","U","11,926"
"05/30/2005","U","2,871"
"05/31/2005","W","5,243"
"06/01/2005","W","5,398"
"06/02/2005","W","5,475"
"06/03/2005","W","6,042"
"06/04/2005","A","4,289"
"06/05/2005","U","3,171"
"06/06/2005","W","12,052"
"06/07/2005","W","12,449"
"06/08/2005","W","13,901"
"06/09/2005","W","5,928"
"06/10/2005","W","16,306"
"06/11/2005","A","14,189"
"06/12/2005","U","11,013"
"06/13/2005","W","13,218"
"06/14/2005","W","13,009"
"06/15/2005","W","14,682"
"06/16/2005","W","5,409"
"06/17/2005","W","5,811"
"06/18/2005","A","4,165"
"06/19/2005","U","3,243"
"06/20/2005","W","5,087"
"06/21/2005","W","5,350"
"06/22/2005","W","5,557"
"06/23/2005","W","5,471"
"06/24/2005","W","6,498"
"06/25/2005","A","7,173"
"06/26/2005","U","9,810"
"06/27/2005","W","5,511"
"06/28/2005","W","12,385"
"06/29/2005","W","13,570"
"06/30/2005","W","14,094"
"07/01/2005","W","13,870"
"07/02/2005","A","13,371"
"07/03/2005","U","16,014"
"07/04/2005","U","3,247"
"07/05/2005","W","4,852"
"07/06/2005","W","5,360"
"07/07/2005","W","5,455"
"07/08/2005","W","5,977"
"07/09/2005","A","5,076"
"07/10/2005","U","3,507"
"07/11/2005","W","4,950"
"07/12/2005","W","5,280"
"07/13/2005","W","5,452"
"07/14/2005","W","14,271"
"07/15/2005","W","14,833"
"07/16/2005","A","13,650"
"07/17/2005","U","10,633"
"07/18/2005","W","5,190"
"07/19/2005","W","5,352"
"07/20/2005","W","5,174"
"07/21/2005","W","5,448"
"07/22/2005","W","6,369"
"07/23/2005","A","5,486"
"07/24/2005","U","3,614"
"07/25/2005","W","12,237"
"07/26/2005","W","8,932"
"07/27/2005","W","15,571"
"07/28/2005","W","14,317"
"07/29/2005","W","14,184"
"07/30/2005","A","14,073"
"07/31/2005","U","11,132"
"08/01/2005","W","4,829"
"08/02/2005","W","5,313"
"08/03/2005","W","5,122"
"08/04/2005","W","5,367"
"08/05/2005","W","6,062"
"08/06/2005","A","6,984"
"08/07/2005","U","5,449"
"08/08/2005","W","13,471"
"08/09/2005","W","14,093"
"08/10/2005","W","13,325"
"08/11/2005","W","13,399"
"08/12/2005","W","14,489"
"08/13/2005","A","13,811"
"08/14/2005","U","9,882"
"08/15/2005","W","5,323"
"08/16/2005","W","5,174"
"08/17/2005","W","5,150"
"08/18/2005","W","5,047"
"08/19/2005","W","5,949"
"08/20/2005","A","4,842"
"08/21/2005","U","3,693"
"08/22/2005","W","11,977"
"08/23/2005","W","11,977"
"08/24/2005","W","13,413"
"08/25/2005","W","5,313"
"08/26/2005","W","13,706"
"08/27/2005","A","12,297"
"08/28/2005","U","10,225"
"08/29/2005","W","11,324"
"08/30/2005","W","11,465"
"08/31/2005","W","11,959"
"09/01/2005","W","5,719"
"09/02/2005","W","5,941"
"09/03/2005","A","4,964"
"09/04/2005","U","12,523"
"09/05/2005","U","11,602"
"09/06/2005","W","5,558"
"09/07/2005","W","5,644"
"09/08/2005","W","5,879"
"09/09/2005","W","6,662"
"09/10/2005","A","5,523"
"09/11/2005","U","3,886"
"09/12/2005","W","11,577"
"09/13/2005","W","11,921"
"09/14/2005","W","11,746"
"09/15/2005","W","12,343"
"09/16/2005","W","13,206"
"09/17/2005","A","13,720"
"09/18/2005","U","10,303"
"09/19/2005","W","5,636"
"09/20/2005","W","6,066"
"09/21/2005","W","6,027"
"09/22/2005","W","5,851"
"09/23/2005","W","13,663"
"09/24/2005","A","13,132"
"09/25/2005","U","9,259"
"09/26/2005","W","5,466"
"09/27/2005","W","11,302"
"09/28/2005","W","11,125"
"09/29/2005","W","5,920"
"09/30/2005","W","6,289"
"10/01/2005","A","4,805"
"10/02/2005","U","3,535"
"10/03/2005","W","2,815"
"10/04/2005","W","5,650"
"10/05/2005","W","5,966"
"10/06/2005","W","6,032"
"10/07/2005","W","6,172"
"10/08/2005","A","4,949"
"10/09/2005","U","7,556"
"10/10/2005","W","5,004"
"10/11/2005","W","5,706"
"10/12/2005","W","5,918"
"10/13/2005","W","5,848"
"10/14/2005","W","6,827"
"10/15/2005","A","5,238"
"10/16/2005","U","3,978"
"10/17/2005","W","5,651"
"10/18/2005","W","5,865"
"10/19/2005","W","5,703"
"10/20/2005","W","6,078"
"10/21/2005","W","6,263"
"10/22/2005","A","5,028"
"10/23/2005","U","3,654"
"10/24/2005","W","5,238"
"10/25/2005","W","5,566"
"10/26/2005","W","5,736"
"10/27/2005","W","5,969"
"10/28/2005","W","6,336"
"10/29/2005","A","6,110"
"10/30/2005","U","3,965"
"10/31/2005","W","5,812"
"11/01/2005","W","5,727"
"11/02/2005","W","5,682"
"11/03/2005","W","5,932"
"11/04/2005","W","6,086"
"11/05/2005","A","4,986"
"11/06/2005","U","3,287"
"11/07/2005","W","5,638"
"11/08/2005","W","5,432"
"11/09/2005","W","5,761"
"11/10/2005","W","6,014"
"11/11/2005","W","6,216"
"11/12/2005","A","4,984"
"11/13/2005","U","3,774"
"11/14/2005","W","5,394"
"11/15/2005","W","5,432"
"11/16/2005","W","5,375"
"11/17/2005","W","5,647"
"11/18/2005","W","5,834"
"11/19/2005","A","5,212"
"11/20/2005","U","3,489"
"11/21/2005","W","5,458"
"11/22/2005","W","5,419"
"11/23/2005","W","4,845"
